RAZAO;INFORMAL;RAMOATIVID;TIPOEMP;UNIDADE;TEL1;TELC2;FAX;NCHECKOUT;ENDEMP;BAIRROEMP;CEP;CIDADEEMP;UFEMP;Origem 
Supermercado Silva Ltda;SUPERMERCADO SILVA;Varejo Alimenticio;Matriz;;79-547-1220;;;0;R Baixa, 34;Centro;49220-000;Araua;SE;MKR
G Barbosa Comercial Ltda;G BARBOSA;Varejo Alimenticio;Filial;28;79-544-1487;;79-544-1487;8;Trav Manoel Boaventura, 44;Centro;49290-000;Itabaianinha;SE;MKR
S S Supermercado Ltda;SM IPANEMA;Varejo Alimenticio;Matriz;;79-544-1545;;;0;Pca Tenisso N Fontes, 157;Centro;49290-000;Itabaianinha;SE;MKR
G Barbosa Comercial Ltda;G BARBOSA;Varejo Alimenticio;Filial;02;79-3 541-1235;;;9;Av Sete de Junho, 380/386;Centro;49300-000;Tobias Barreto;SE;MKR
SS Supermercado Ltda;SS SUPERMERCADO;Varejo Alimenticio;Matriz;;79-541-1130;;;0;R Antonio Muniz, 201;;49300-000;Tobias Barreto;SE;MKR
G Barbosa Comercial Ltda;G BARBOSA;Varejo Alimenticio;Filial;23;79 3645-1216;;;0;Pca Daria Barreto, 219;Centro;49360-000;Boquim;SE;MKR
G Barbosa Comercial Ltda;G BARBOSA;Varejo Alimenticio;Filial;10;79-3631-3036;;79-3631-3036;13;Pca Silvio Romero, 48/52;Centro;49400-000;Lagarto;SE;MKR
Supermercado N Sra da Piedade Ltda;N SRA PIEDADE;Varejo Alimenticio;Matriz;;79-631-2000;;;0;R Filadelfo Dorea, 121;;49400-000;Lagarto;SE;MKR
G Barbosa Comercial Ltda;G BARBOSA;Varejo Alimenticio;Filial;03;79-3431-2681;;;18;Lgo Santo Antonio, 51;Centro;49500-000;Itabaiana;SE;MKR
Supermercado Messias Peixoto Ltda;MESSIAS PEIXOTO;Varejo Alimenticio;Matriz;;79-431-1027;;;0;Lgo Jose do Prado Franco, 62;;49500-000;Itabaiana;SE;MKR
G Barbosa Comercial Ltda;G BARBOSA;Varejo Alimenticio;Filial;07;79-3265-1235;;79-3265-1235;8;Pca Mal Deodoro da Fonseca, 98;Centro;49600-970;Nsa Sra das Dores;SE;MKR
Supermercado Ki Barato Ltda;SUPERMERCADO KI BARATO;Varejo Alimenticio;Matriz;;79-344-1237;;;0;R Dr Eronildes de Carvalho, 287;Centro;49980-000;Neopolis;SE;MKR
Bunge Alimentos S/A;BUNGE ALIMENTOS;Industria Alimentícia;Matriz;Recife;81-3425-3044;;81-3425-3101 Manute;0;R Sao Jorge, 240;Recife;50030-240;Recife;PE;MKR
Carrefour Comercio e Industria Ltda;CARREFOUR;Varejo Alimenticio;Filial;Recife;81-3227-8888;;81-3445-5791;60;R Jose Bonifacio, 1315;Madalena;50710-000;Recife;PE;MKR
Ortec Comercio e Servicos Ltda;ORTEC;Varejo Outros;Matriz;;81-3272-7058;;81-3272-7058;0;R Almir Azevedo, 89;Cid Universitaria;50740-610;Recife;PE;MKR
Bom Preco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Matriz;;81-3454-3200;;81-3454-3270;0;R 3 de Maio, 89;Varzea;50741-020;Recife;PE;MKR
Koblitz Ltda Geradores de Energia;KOBLITZ;Industria Outros;Matriz;;81 3228.3244;;81 3445.3018;0;Av Consul Vilares Fragoso, 291;Bonji;50760-540;Pernambuco;PE;MKR
Phoenix do Brasil Ltda;PHOENIX;Industria Outros;Matriz;;81-2121-7880;;81-2121-7880;0;Av Getulio Vargas, 3500/3560 BR 232;Curado;50950-000;Recife;PE;MKR
Da Fruta Ind. e Com. S/A;DA FRUTA;Industria Alimentícia;Matriz;;81-2121-2900;;81-2121-2900;0;Av Republica Arabe Unida, 40;Pina;51110-150;Recife;PE;MKR
HENRIQUE ALBUQUERQUE;REPRESENTANTE;Representante PDV+;Matriz;;81-3431-5842;;;0;R.  6 ? Travessa sao joao batista , 69;Jd atlantico;53050-276;Olinda;PE;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Caiada;81  3432-4001;;81;0;Av Jose Augusto Moreira, 1450;Casa Caiada;53130-410;Olinda;PE;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Paulista;81  3433-0144;;81   3433-0144;0;R do Sossego, s/n;Centro;53401-780;Paulista;PE;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Janga;81-3434-1519;;81-3434-1519;26;Av Claudio Queiros Leite, 2121;Janga;53439-970;Paulista;PE;MKR
Mercantil Real Ltda;SM LEAO;Atacado Alimentos;Filial;;81-3302-4660;;;0;Rod Br 101 Sul Contorno Km 80 Glapao J;Prazeres;54320-000;Jaboatao da Serra;PE;MKR
Pernod Ricard Brasil Ind. e Com. Ltda;PERNOD RICARD;Industria Outros;Matriz;Cabo de St Agostinho;81-3527-5700;;81-3527-5746;0;Rod PE 60;Zona Indl III;54500-000;Cabo de Santo Agostinho;PE;MKR
Terphane Ltda;TERPHANE;Industria Outros;Matriz;;81-3521-7026 Vana;;81-3521-0009;0;Rod BR 101 Km 101, s/n;Centro;54505-000;Cabo de Santo Agostinho;PE;MKR
Mercadinho Coquinho Ltda;MERCADINHO COQUINHO;Varejo Alimenticio;Matriz;;81-3517-7188;;;0;R 29, 114;Pq Capibaribe;54720-074;Sao Lourenco da Mata;PE;MKR
Supermercado Boa Compra Ltda;SM BOA COMPRA;Varejo Alimenticio;Matriz;;81-3625-0952;;;0;Pc Barao do Rio Branco, 40;Sao Lourenco da Mata;54735-240;Recife;PE;MKR
Bonanza Supermercados Ltda;SM BONANZA;Atacado Outros;Matriz;Mauricio de Nazare;81 3701-1700;81 3701-1716;;0;Av Cleto Campel, 36;Mauricio de Nazare;55012-340;Carruaru;PE;MKR
Nutrir Produtos Lacteos Ltda;NUTRIR;Atacado Alimentos;Matriz;;81-3533-1176;;;0;R Quinze de Novembro, 1130;;55642-550;Gravata;PE;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Petrolina;87  3861-3287;;87   3861-1589;0;R Sao Vicente de Paula, 219;Atras da Banca;56300-000;Petrolina;PE;MKR
Timbauba Agricola;TIMBAUBA;Varejo Alimenticio;Matriz;;87 3866-8715;;;0;Av BR 122, Km 174 Cxp 123;Nucleo ll - Zona Rural;56300-000;Petrolina;PE;MKR
BomPreco S/A Supermercados do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Ceasa;82  221-1123;;82   221-1123;0;R Dr Francisco Menezes, s/n;Ceasa;57017-080;Maceio;AL;MKR
Casa de Frutas e Frios Com e Repres Ltda;CAD FRIOS;Varejo Alimenticio;Matriz;;82-3326-1803;;82-3326-1803;0;R Dr Francisco de Menezes, Lj 12 Bl D;Mercado Ceasa;57017-080;Alagoas;AL;MKR
BomPreco S/A Supermercados do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Pajucara;82  231-1966;;82   231-1966;0;R Jangadeiros Alagoanos, 1300;Pajucara;57030-000;Maceio;AL;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Lagoa;83  218-2200;;83;0;R Solon de Lucena, 563;Centro;58013-131;Joao Pessoa;PB;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Castro Pinto;83 3241-3200;83-3216-8270;83   3241-2836;0;Pca Castro Pinto, 57;Centro;58013-540;Joao Pessoa;PB;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - BESSA;Varejo Alimenticio;Filial;1284;83 246-1456;;83 246-1946;0;Av Gov Flavio Ribeiro Coutinho, 600;Bessa;58037-000;Joao Pessoa;PB;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - MIRAMAR ESCRITORIO;Varejo Alimenticio;Filial;1283;83 3247-5005;;83 3247-5005;0;Av Epitacio Pessoa, 4200;Miramar;58040-000;Joao Pessoa;PB;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - BEIRA RIO;Varejo Alimenticio;Filial;1288;83 244-8752;;;0;Av Min Jose Americo da Almeida, 676;Torre;58040-300;Joao Pessoa;PB;MKR
Palace Grill Restaurante Ltda;PALACE GRILL;Varejo Alimenticio;Matriz;;83-2107-5800;;;0;Av Epitacio Pessoa 5000;Cabo Branco;58045-010;Joao Pessoa;PB;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Epitacio Pessoa;83   244-5030;;83    244-3376;0;Av Epitacio Pessoa, 1450;Tambauzinho;58055-000;Joao Pessoa;PB;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - MANGABEIRA;Varejo Alimenticio;Filial;1286;83 239-1100;;83 239-1155;0;R Rodopiano F Nobrega, 20;Mangabeira;58057-010;Joao Pessoa;PB;MKR
Makro Atacadista S/A;MAKRO JO?O PESSOA;Atacado Outros;Matriz;JoÒo Pessoa;83-215-5400;;83-215-5414;0;Estr BR 230 Km 27, s/n;Entrada do Conj Esplanada;58080-000;Joao Pessoa;PB;MKR
S A Massas Alimenticias da Paraiba;SAMASA;Industria Alimentícia;Matriz;;83-233-1385;;83-233-2040;0;Qda L Lts 1/2, s/n;Distrito Industrial;58082-040;Joao Pessoa;PB;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - OITIZEIRO;Varejo Alimenticio;Filial;1285;83 233-1288;;83 233-5608;0;Av Cruz das Almas, 3095;Oitizeiro;58087-000;Joao Pessoa;PB;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Campina Grande II;83  321-3835;;83   321-3835;0;Av Floriano Peixoto, 887;Centro;58100-001;Campina Grande;PB;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Mirante;83  337-6262;;83   337-6018;0;R Severino Bezerra Cabral, 1190;Catole;58104-170;Campina Grande;PB;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Campina Grande;83  341-2222;;83   341-2222;0;R Almeida Barreto, 85;Centro;58107-630;Campina Grande;PB;MKR
Supermercado Nordestao Ltda;SM NORDESTAO;Varejo Alimenticio;Filial;02;84  222-3538;;84  221-1202;0;R Trairi, 342;Petropolis;59020-150;Natal;RN;MKR
Supermercado da Terra Ltda;REDE MAIS;Varejo Alimenticio;Matriz;;84-3213-3505;;;0;R Cel Estevam, 1258;Alecrim;59030-000;Natal;RN;MKR
Supermercado Nordestao Ltda;SM NORDESTAO;Varejo Alimenticio;Filial;01;84  223-4513;;84  223-2998;0;R Pres Bandeira, 717;Alecrim;59032-201;Natal;RN;MKR
Supermercado Nordestao Ltda;SM NORDESTAO;Varejo Alimenticio;Filial;03;84  221-2945;;84  221-6114;0;Av Sen Salgado Filho, 1656;Lagoa Nova;59056-000;Natal;RN;MKR
Simas Industria S/A;SIMAS;Industria Alimentícia;Matriz;;84-206-6944;;84-231-6165;0;R Sen Salgado Filho, 2809;Lagoa Nova;59078-000;Natal;RN;MKR
Supermercado Nordestao Ltda;SM NORDESTAO;Varejo Alimenticio;Filial;04;84  217-1761;;84  217-1251;0;R Leoncio Etelvino de Medeiros, s/n;Capim Macio;59078-570;Natal;RN;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Ponta Negra;84  646-8000;;84   207-4938;0;Av Eng Roberto Freire, 2824;Capim Macio;59080-400;Natal;RN;MKR
Supermercado Nordestao Ltda;SM NORDESTAO;Varejo Alimenticio;Filial;05;84-214-2290;;84-214-5318;25;Av Dr Joao Medeiros Filho, 2774;Potengi;59110-200;Natal;RN;MKR
S C Ind e Com de Alimentos Ltda;SC;Industria Alimentícia;Matriz;;84-227-2424;;84-227-2425;0;BR 101, Lt 140 Qda 4/5;Distrito Ind de Natal;59115-001;S G Amarante;RN;MKR
Santa Clara Ind e Com de Alimentos Ltda;SANTA CLARA;Industria Alimentícia;Filial;;84-3227-2424/84 318-;;84-3227-2424;0;Rod BR 101 Km 10,5 Qd 4,5 Lt 140;Nsra da Apreseno;59115-001;Natal;RN;MKR
Cia Frigorifico Potengy;POTENGY;Industria da Carne;Matriz;;84-645-4141;;84-645-4141;0;Estr do Japecanga, s/n;Zona Rural;59150-000;Parnamirim;RN;MKR
Companhia Frigorifico Polengy;POLENGY;Industria da Carne;Matriz;;84-272-2924;;;0;Faz Boa Vista, s/n;;59150-000;Parnamirin;RN;MKR
Guarabira Aves Ltda;GUARAVES;Varejo Alimenticio;Matriz;;84-3272-2254;;;0;R Sen Dinarte Maris, 34A;Vale do Sol;59150-000;Parnamirim;RN;MKR
Real Comercio e Industria de Bebida Ltda;REAL;Industria Outros;Filial;;84-4005-7000;;84-4005-7001;0;Rod BR 304, Km 5,8, 450;Distrito Industrial;59280-000;Macaiba;RN;MKR
Supermercado Nordestao Ltda;SM NORDESTAO;Varejo Alimenticio;Filial;06;84  214-2220;;84  214-3711;0;Av Bel Tomaz Landim, 26;Igapo;59290-000;Sao Goncalo do Amarante;RN;MKR
J.Melo Importacao e Exportacao Ltda;SM LUIZ  CD;Varejo Alimenticio;Matriz;;85 433 - 6300;;85  433 - 6304;0;Rod BR 116 Km 4, 499;Cajazeiras;60000-000;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - CENTRO;Varejo Alimenticio;Filial;0223;86 216 4910;;86 216-4911;0;Av Frei Serafim, 1754;Centro;60001-020;Teresina;PI;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-CENTRO;Varejo Alimenticio;Filial;0256;85  212-7214;;85  212-2292;0;R 24 de Maio, 411;Centro;60020-000;Fortaleza;CE;MKR
Karibe Comercial de Alimentos Ltda;KARIBE;Varejo Outros;Matriz;;85   474 - 3377;;;0;R Gov Sampaio, 222;Centro;60020-030;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - FATIMA;Varejo Alimenticio;Filial;0255;85 433-3941;;85 272-1052;0;R Dr Costa Araujo, 1132;Fatima;60040-620;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-ANTONIO SALES;Varejo Alimenticio;Filial;1254;85-433-1669;;85-261-8025;0;Av Antonio Sales, 2477;Aldeota;60135-102;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO E ACUCAR-JULIO VENTURA;Varejo Alimenticio;Filial;1252;85  433-1652;;85  268-2762;0;R Barbara de Alencar, 1887 Lj 1;Aldeota;60140-000;Fortaleza;CE;MKR
Chalana Distribuidora de Alimentos Ltda;CHALANA;Varejo Alimenticio;Matriz;;85  226-5352;;85  226-5658;13;R Pinto Madeira, 6;Centro;60150-000;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - SHOPPING ALDEOTA;Varejo Alimenticio;Filial;1249;85  433-1665;;85  433-1665;0;Av Dom Luiz, 500  Lj 40;Shopping Aldeota;60160-230;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - MUCURIPE;Varejo Alimenticio;Filial;1257;85 433-9873;;85 263-5694;0;Av da Abolicao, 3790;Mucuripe;60165-081;Fortaleza;CE;MKR
J Macedo Alimentos Nordeste S/A;J MACEDO;Industria Alimentícia;Matriz;;85-266-5450;;85-266-5452;0;Av Abolicao, 6001;Mucuripe;60165-082;Fortaleza;CE;MKR
Supermercado Ana Maria;MERCADINHO VILAGE;Varejo Alimenticio;Matriz;;85 - 267-3051;;85 - 221-1383;1;R Caninde, 900;Varjota;60175-330;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR -  COCO;Varejo Alimenticio;Filial;1253;85 433-1663;;;0;Av Eng Santana Jr, 2277;Shopping Casa Blanca Mall;60175-650;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-PAPICU;Varejo Alimenticio;Filial;1258;85  433-9866;;85  262-5958;0;Av Santos Dumont, 5650;Papicu;60190-800;Fortaleza;CE;MKR
Help Line Comercio Eletro Eletronico Ltda;HELP LINE;Representante MKR;Matriz;;85-3262-7086;;;0;Av Santos Dumont, 6900 Sl 23 Ed Equatorial Center;;60190-800;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR- FRANCISCO DE SA;Varejo Alimenticio;Filial;1256;85  433-9432;;85  286-5051;0;Av Francisco de Sa, 4474;Carlito Pamplona;60310-001;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-NORTH SHOPPING;Varejo Alimenticio;Filial;1028;85  287-6288;;85  287-3903;0;Av Bezerra de Menezes, 2450;North Shopping;60325-002;Fortaleza;CE;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Farias Brito;85  455-4200;;85   455-4260;0;Av Jose Bastos,1012;Farias Brito;60325-330;Fortaleza;CE;MKR
Royal Construcoes Ltda;CONTRUTORA ROYAL;Prestação Serviços Construtora;Matriz;;85-3281-0981;;;0;R Alves de Lima, 1076;Cristo Redentor;60337-350;Fortelaza;CE;MKR
Mardon Alimentos;SUPER LAGOA;Varejo Outros;Filial;CENTRAL COMPRAS;85-3477-2300;;;0;Av Dos Expedicionarios, 10.970;Passare Jose Valter;60410-410;Fortaleza;CE;MKR
Mais Sabor Ind e Com de Refrigerantes Ltda;MAIS SABOR REFRIGERANTE;Industria Outros;Matriz;;85-272-2729;;85-272-5418;0;R Esperanto, 1250;Vl Uniao;60410-620;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-BORGES MELO;Varejo Alimenticio;Filial;1251;85  433-3906;;85  433-3905;0;R Tertuliano Sales, 87;Fatima;60410-790;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-PARQUELANDIA;Varejo Alimenticio;Filial;1255;85  433-6440;;85  283-2307;0;R Pe Guerra, 852;Parquelandia;60455-380;Fortaleza;CE;MKR
Supermercado do Povo Ltda;SM DO POVO;Varejo Alimenticio;Matriz;01;85-452-3888;;85-452-3888;10;R Prof Edgard de Arruda, 1050;Henrique Jorge;60510-350;Fortaleza;CE;MKR
Com de Alimentos J Walter Ltda;COMETA;Varejo Alimenticio;Filial;Loja 3;85  295-8884/291-194;;85  295-9903;9;Av Paranjana, 2959;Serrinha;60740-000;Fortaleza;CE;MKR
Supermercado Legal Ltda;COMETA  LOJ. 02;Varejo Alimenticio;Filial;;85  291-1402;;85  291-1402;5;Av N, 1042;Conj Jose Walter;60750-13;Fortaleza;CE;MKR
PSD Comercio Var de Gen Alim. Ltda;COMETA LOJA 01;Varejo Alimenticio;Filial;01;85    291-1517;;85-290-6462;3;R 64, 171;Cj Jose Walter;60750-780;Fortaleza;CE;MKR
PSS Comercio Varej de Gen Alimenticios Ltda;COMETA  LOJA  04;Varejo Alimenticio;Filial;04;85   290-6462;;;6;R Sen Fernandes Tavora, 1528;Henrique Jorge;60760-030;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-SEIS BOCAS;Varejo Alimenticio;Filial;0295;85  278-6394;;85  278-4934;0;Av Washington Soares, 4075;Seis Bocas;60830-641;Fortaleza;CE;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-WASHINGTON;Varejo Alimenticio;Filial;1250;85  433-3901;;85  278-1081;0;Av Washington Soares, 4040;Shopping Molina;60830-641;Fortaleza;CE;MKR
Uai Atacadista Ltda;UAI;Varejo Outros;Matriz;;85-3276-2434;;85-276-2434;0;R Cel  Jose Barbosa, 345;Barroso;60863-270;Fortaleza;CE;MKR
Pelagio Oliveira S/A;FABRICA ESTRELA;Industria Alimentícia;Matriz;;85 4006-1555 /79;;85 4006-1582;0;Av Parque Oeste, 2101;Distrito Industrial;61900-000;Maracanau;CE;MKR
Da Fruta Ind. e Com. Ltda;DA FRUTA;Industria Alimentícia;Filial;;88-421-1407;;88-421-1407;0;Rod BR 304, Km 55,2;Alto da Cheia;62800-000;Aracati;CE;MKR
Santana Textil S/A;SANTANA TEXTIL;Industria Outros;Matriz;;85-499-4000;;85-499-4000;0;Av Pres Castelo Branco, BR 116 Km 37;Catole;62880-000;Horizonte;CE;MKR
Mardon Alimentos Ltda;SUPER LAGOA;Varejo Alimenticio;Filial;03;88   292 -2222;;88   292-2222;9;R da Conceicao, 498;Centro;63010-220;Juazeiro do Norte;CE;MKR
Carvalho e Fernandes Ltda;COMERCIAL CARVALHO;Varejo Alimenticio;Filial;25;86-216-2260;;86-216-2260;8;Av Petronio Portela, 2035;Aeroporto;64003-600;Teresina;PI;MKR
BomPreco S/A Supermercado do Nordeste;HIPER BOMPRECO;Varejo Alimenticio;Filial;Teresina;86   215-8500;;86    230-1143;0;Av Raul Lopes, 1000;Dos Noivos;64010-046;Teresina;PI;MKR
Carvalho e Fernandes Ltda;COMERCIAL CARVALHO;Varejo Alimenticio;Filial;12;86-216-2271;;86-216-2271;7;Av Nacoes Unidas, 5597;Vermelha;64017-150;Teresina;PI;MKR
Carvalho e Fernandes Ltda;COMERCIAL CARVALHO;Varejo Alimenticio;Filial;22;86-216-2265;;86-216-2265;8;Av Br de Gurgueia, 1990;Vermelha;64018-450;Teresina;PI;MKR
Carvalho e Fernandes Ltda;COMERCIAL CARVALHO;Varejo Alimenticio;Filial;21;86-216-2280;;86-216-2280;0;Rod BR 316, 5891;Lourival Parente;64022-200;Teresina;PI;MKR
Carvalho e Fernandes Ltda;COMERCIAL CARVALHO;Varejo Alimenticio;Filial;14;86-216-2282;;86-216-2282;3;Qda 30  Csa 5;Bela Vista;64030-100;Teresina;PI;MKR
Carvalho e Fernandes Ltda;COMERCIAL CARVALHO;Varejo Alimenticio;Filial;30;86-216-2223;;86-216-2223;11;Av Joao XXIII, 900;Sao Cristovao;64045-000;Teresina;PI;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR-JOCKEY CLUBE;Varejo Alimenticio;Matriz;0228;86  216-4921;;86  216-4920;0;R Anfrisio Lobao, 922;Joquei Club;64049-280;Teresina;PI;MKR
Carvalho e Fernandes Ltda;COMERCIAL CARVALHO;Varejo Alimenticio;Filial;23;86-216-2314;;86-216-2314;5;Av Pres Kennedy, 50;Sao Cristovao;64052-800;Teresina;PI;MKR
Carvalho e Fernandes Ltda;COMERCIAL CARVALHO;Varejo Alimenticio;Filial;11;86-216-2236;;86-216-2236;13;R Joaquim Nelson, 3511;Itarare;64077-450;Teresina;PI;MKR
Carvalho e Fernandes Ltda;COMERCIAL CARVALHO;Varejo Alimenticio;Filial;39;86-322-4003;;86-322-4003;0;R Pedro II, 1150;Centro;64200-420;Parnaiba;PI;MKR
Costa e Bolleman Ltda;POSTO SAO LUIZ;Varejo Alimenticio;Matriz;;98  226-2182;;81  9615-9583;0;Av Sao Luiz Rei de Franca, 48;Turu;65000-000;Sao Luiz;MA;MKR
Supermercados Lusitana Ltda;SM LUSITANA;Varejo Alimenticio;Filial;17;98 243-3203;;;0;Av Pres Medice, 3400;Filipinho;65031-410;Sao Luiz;MA;MKR
Supermercados Lusitana Ltda;SM LUSITANA;Varejo Alimenticio;Filial;18;98 243-5961;;;0;Av Pres Medice, 3500;Filipinho;65031-410;Sao Luiz;MA;MKR
Supermercados Lusitana Ltda;SM LUSITANA;Varejo Alimenticio;Filial;08;98  245-1360;;;0;Av Santos Dumont, s/n;Anil;65046-660;Sao Luiz;MA;MKR
Supermercados Lusitana Ltda;SM LUSITANA;Varejo Alimenticio;Filial;22;98 238-1011;;;0;R T, 1;Cohatrac I;65052-000;Sao Luiz;MA;MKR
Supermercados Lusitana Ltda;SM LUSITANA;Varejo Alimenticio;Filial;12;98-3228-3811;;98-3228-3811;4;Av das Palmeiras, 35;Anjo da Guarda;65075-300;Sao Luiz;MA;MKR
Supermercados Lusitana Ltda;SM LUSITANA;Varejo Alimenticio;Filial;19;98 237-1455;;;0;R 101, s/n;Paco do Lumiar;65130-000;Sao Luiz;MA;MKR
Frigorifico Industrial Acailandia Ltda;FRIGORIFICO ACAILANDIA;Industria da Carne;Matriz;;98-5388-4888;;;0;Rod BR 222 Km 5  CP 516;Pq da Nacoes;65930-000;Acailandia;MA;MKR
Supermercado Yamada Ltda;SUPERMERCADO YAMADA;Atacado Alimentos;Matriz;01;091-4005-8844;;;8;Rua Senador Manoel Barata,400;Campina;66015-000;BelÚm;PA;MKR
Unimoveis Ferragens Ltda;ARMAZENS UNIDOS;Varejo Outros;Matriz;;91-241-2067;;91-241-3419;0;R Municipalidade, 966;Umaridal;66050-350;Belem;PA;MKR
Lider Supermercados;SM LIDER;Varejo Alimenticio;Filial;;91-4008-1352;;;0;Trav Humaita, 2084;Marco;66093-110;Belem;PA;MKR
Makro Atacadista S/A;MAKRO BELEM;Atacado Outros;Matriz;BelÚm;91-214-4600;;91-214-4614;0;Rod BR 316, km 03 s/n;Guanabara;67010-000;Belem;PA;MKR
Formosa Supermercado e Magazine Ltda;SM FORMOSA;Atacado Outros;Filial;2;19-4006-9500;19-4006-9569;;99;Tv. SN-17  S/n?  Conj. Cidade Nova;Coqueiro;67133-000;Ananindeua;PA;MKR
J C Coimbra Industria e Comercio Ltda;J.C.COIMBRA;Varejo Alimenticio;Matriz;;93  522-5445;;93 523-5512;0;Av Maica, 251;Prainha;68010-390;Santarem;PA;MKR
R. Branco Engenharia Ltda;R. BRANCO;Prestação Serviços Outros;Matriz;;93-3523-7344;;93-3523-5734;0;Av Sao Sebastiao, 1556;Aldeia;68040-040;Santarem;PA;MKR
All Plas Com. Ltda;ALL PLAS;Industria Outros;Matriz;;93-3523-1792;;93-3523-1792;0;Av Mendonca Furtado, 2267;Aparecida;68040-050;Santarem;PA;MKR
Supermercado Alvorada Ltda;SM ALVORADA;Varejo Alimenticio;Filial;;94  328-1396;;94-328-2731;4;R Guamar, 2;Nucleo Urbano;68516-000;Carajas;PA;MKR
MC Malamao Representacoes Ltda;MC MALAMAO REPRESENTACOES;Representante MKR;Matriz;;96-241-2337;;;0;R Urano, 791;Zerao;68903-480;Macapa;AP;MKR
Comercio de Miudezas Bandeira Ltda;TROPICAL;Varejo Alimenticio;Matriz;;92-3633-6161;;92-3622-4636;0;Praþa tenreiro Aranha 17-33;Centro;69005-280;Manaus;AM;MKR
Amazon Catering Ltda;AMAZON;Industria Alimentícia;Matriz;;92-652-1142;;92-652-1345;0;Av Santos Dumont, 879;Taruma;69049-600;Manaus;AM;MKR
SB Comercio Ltda;SM CASA ROMA - DISTRIBUIDORA;Varejo Alimenticio;Matriz;;92-643-3535;;92-643-3535;0;Av Djalma Batista, 4300;Flores;69050-010;Manaus;AM;MKR
Protemax Com. Repres. e Servs. Ltda;PROTEMAX;Varejo Outros;Matriz;;92-635-9400;;92-233-8045;0;R Borba, 189;Cachoeirinha;69065-030;Manaus;AM;MKR
Siemens Eletro Eletronica S/A;SIEMENS;Industria Outros;Matriz;;92-616-8500;;92-616-8520;0;R Jutai, 661;Distrito Industrial;69075-130;Manaus;AM;MKR
Makro Atacadista S/A;MAKRO MANAUS;Atacado Outros;Matriz;Manaus;92-614-5600;;92-614-5680;0;Av Gal Rodrigo Otavio, 900;Japim;69077-000;Manaus;AM;MKR
Amazon Refrigerantes Ltda;AMAZON REFRIGERANTES;Industria Outros;Matriz;;92   644-6404/216107;;92   644-6404;0;R Jose Romao, 400;Aleixo;69083-690;Amazonas;AM;MKR
Supermercado Butekao Ltda;BUTEKAO;Varejo Alimenticio;Matriz;;95-224-9100;;;0;Av Pres Getulio Vargas, 75;;69301-030;Boa Vista;RR;MKR
